epoch,phase,train_loss,val_loss,train_loss_classifier,train_loss_box_reg,train_loss_mask,train_loss_objectness,train_loss_rpn_box_reg,val_loss_classifier,val_loss_box_reg,val_loss_mask,val_loss_objectness,val_loss_rpn_box_reg
1,head_only,1.5574010855112321,1.2534210562705994,0.4165239003606332,0.3745212917908644,0.5823322160121722,0.1474583011287718,0.036565375299407885,0.30690364688634875,0.32280642092227935,0.5196629613637924,0.07970614582300187,0.02434189636260271
2,head_only,1.1802998643655043,1.1724727392196654,0.30209882299487406,0.325334536532561,0.43674961152749187,0.08261206648193109,0.03350482750325822,0.28279694765806196,0.2878996320068836,0.5149795353412628,0.06391662769019604,0.022879982274025677
3,head_only,1.1201341159832783,1.1545401751995086,0.2895606806836067,0.292915259511807,0.4335302783128543,0.0730965533413184,0.031031338175615437,0.2728360667824745,0.2749627768993378,0.5155524402856827,0.06902319975197316,0.022165721841156484
4,full_finetune,1.0656081522122407,1.1635422587394715,0.27970498313124365,0.2729039729978794,0.4183951601003989,0.06521377156082636,0.029390247681966193,0.2910037741065025,0.2835632048547268,0.5108092427253723,0.055046656355261805,0.02311939641367644
5,full_finetune,1.0218027150019622,1.1339706361293793,0.27785250257987243,0.2658099963878974,0.3929054251848123,0.056875645278547056,0.028359148412560806,0.2799742117524147,0.2745600402355194,0.49534912407398224,0.06112315822392702,0.022964075906202197
